#geneID1,geneID2,name1,name2,taxonomy1,taxonomy2,uniprotID1,uniprotID2
1489675,79695,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GALNT12|CRCS1|GalNAc-T12,694009,9606,Q7TFA1,Q8IXK2
1489675,54602,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,NDFIP2|N4WBP5A,694009,9606,Q7TFA1,Q9NV92
1489675,1969,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,EPHA2|ARCC2|CTPA|CTPP1|CTRCT6|ECK,694009,9606,Q7TFA1,P29317
1489675,6272,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SORT1|Gp95|LDLCQ6|NT3,694009,9606,Q7TFA1,Q99523
1489675,57707,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TLDC1|KIAA1609,694009,9606,Q7TFA1,Q6P9B6
1489675,142891,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SAMD8|HEL-177|SMSr,694009,9606,Q7TFA1,Q96LT4
1489675,79022,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM106C|-,694009,9606,Q7TFA1,Q9BVX2
1489675,665,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,BNIP3L|BNIP3a|NIX,694009,9606,Q7TFA1,O60238
1489675,9741,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LAPTM4A|HUMORF13|LAPTM4|MBNT|Mtrp,694009,9606,Q7TFA1,Q15012
1489675,51232,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CRIM1|CRIM-1|S52,694009,9606,Q7TFA1,Q9NZV1
1489675,84133,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ZNRF3|BK747E2.3|RNF203,694009,9606,Q7TFA1,Q9ULT6
1489675,286410,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ATP11C|ATPIG|ATPIQ,694009,9606,Q7TFA1,Q8NB49
1489675,8443,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GNPAT|DAP-AT|DAPAT|DHAPAT,694009,9606,Q7TFA1,O15228
1489675,55568,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GALNT10|GALNACT10|PPGALNACT10|PPGANTASE10,694009,9606,Q7TFA1,Q86SR1
1489675,976,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CD97|TM7LN1,694009,9606,Q7TFA1,P48960
1489675,11283,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CYP4F8|CPF8|CYPIVF8,694009,9606,Q7TFA1,P98187
1489675,7991,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TUSC3|D8S1992|M33|MRT22|MRT7|N33|OST3A,694009,9606,Q7TFA1,Q13454
1489675,143187,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,VTI1A|MMDS3|MVti1|VTI1RP2|Vti1-rp2,694009,9606,Q7TFA1,Q96AJ9
1489675,113201,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CASC4|H63,694009,9606,Q7TFA1,Q6P4E1
1489675,60526,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,C2orf43|-,694009,9606,Q7TFA1,Q9H6V9
1489675,29880,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ALG5|bA421P11.2,694009,9606,Q7TFA1,Q9Y673
1489675,196527,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ANO6|BDPLT7|SCTS|TMEM16F,694009,9606,Q7TFA1,Q4KMQ2
1489675,5792,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PTPRF|BNAH2|LAR,694009,9606,Q7TFA1,P10586
1489675,84720,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PIGO|HPMRS2,694009,9606,Q7TFA1,Q8TEQ8
1489675,84293,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,FAM213A|C10orf58|PAMM,694009,9606,Q7TFA1,Q9BRX8
1489675,84317,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CCDC115|ccp1,694009,9606,Q7TFA1,Q96NT0
1489675,81622,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,UNC93B1|IIAE1|UNC93|UNC93B|Unc-93B1,694009,9606,Q7TFA1,Q9H1C4
1489675,952,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CD38|ADPRC 1|T10,694009,9606,Q7TFA1,P28907
1489675,5768,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,QSOX1|Q6|QSCN6,694009,9606,Q7TFA1,O00391
1489675,29785,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CYP2S1|-,694009,9606,Q7TFA1,Q96SQ9
1489675,9777,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TM9SF4|dJ836N17.2,694009,9606,Q7TFA1,Q92544
1489675,55240,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STEAP3|AHMIO2|STMP3|TSAP6|dudlin-2,694009,9606,Q7TFA1,Q658P3
1489675,4257,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,MGST1|GST12|MGST|MGST-I,694009,9606,Q7TFA1,P10620
1489675,5664,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PSEN2|AD3L|AD4|CMD1V|PS2|STM2,694009,9606,Q7TFA1,P49810
1489675,440138,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ALG11|CDG1P|GT8,694009,9606,Q7TFA1,Q2TAA5
1489675,5828,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PEX2|PAF1|PBD5A|PBD5B|PMP3|PMP35|PXMP3|RNF72|ZWS3,694009,9606,Q7TFA1,P28328
1489675,5786,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PTPRA|HEPTP|HLPR|HPTPA|HPTPalpha|LRP|PTPA|PTPRL2|R-PTP-alpha|RPTPA,694009,9606,Q7TFA1,P18433
1489675,27242,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TNFRSF21|BM-018|CD358|DR6,694009,9606,Q7TFA1,O75509
1489675,55144,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LRRC8D|LRRC5,694009,9606,Q7TFA1,Q7L1W4
1489675,54968,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM70|MC5DN2,694009,9606,Q7TFA1,Q9BUB7
1489675,54539,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,NDUFB11|CI-ESSS|ESSS|NP17.3|Np15|P17.3,694009,9606,Q7TFA1,Q9NX14
1489675,192286,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,HIGD2A|RCF1b,694009,9606,Q7TFA1,Q9BW72
1489675,6616,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SNAP25|RIC-4|RIC4|SEC9|SNAP|SNAP-25|bA416N4.2|dJ1068F16.2,694009,9606,Q7TFA1,P60880
1489675,128338,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,DRAM2|PRO180|TMEM77|WWFQ154,694009,9606,Q7TFA1,Q6UX65
1489675,84243,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ZDHHC18|DHHC-18|DHHC18,694009,9606,Q7TFA1,Q9NUE0
1489675,8560,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,DEGS1|DEGS|DEGS-1|DES1|Des-1|FADS7|MLD,694009,9606,Q7TFA1,O15121
1489675,1903,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,S1PR3|EDG-3|EDG3|LPB3|S1P3,694009,9606,Q7TFA1,Q99500
1489675,7132,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TNFRSF1A|CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,694009,9606,Q7TFA1,P19438
1489675,25963,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM87A|-,694009,9606,Q7TFA1,Q8NBN3
1489675,79071,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ELOVL6|FACE|FAE|LCE,694009,9606,Q7TFA1,Q9H5J4
1489675,2589,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GALNT1|GALNAC-T1,694009,9606,Q7TFA1,Q10472
1489675,80008,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM156|-,694009,9606,Q7TFA1,Q8N614
1489675,25953,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PNKD|BRP17|DYT8|FPD1|KIPP1184|MR-1|MR1|PDC|PKND1|TAHCCP2,694009,9606,Q7TFA1,Q8N490
1489675,113178,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SCAMP4|SCAMP-4,694009,9606,Q7TFA1,Q969E2
1489675,10882,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,C1QL1|C1QRF|C1QTNF14|CRF,694009,9606,Q7TFA1,O75973
1489675,4059,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,BCAM|AU|CD239|LU|MSK19,694009,9606,Q7TFA1,P50895
1489675,7327,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,UBE2G2|UBC7,694009,9606,Q7TFA1,P60604
1489675,3572,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,IL6ST|CD130|CDW130|GP130|IL-6RB,694009,9606,Q7TFA1,P40189
1489675,4267,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CD99|HBA71|MIC2|MIC2X|MIC2Y|MSK5X,694009,9606,Q7TFA1,P14209
1489675,23596,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,OPN3|ECPN|PPP1R116,694009,9606,Q7TFA1,Q9H1Y3
1489675,2065,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ERBB3|ErbB-3|HER3|LCCS2|MDA-BF-1|c-erbB-3|c-erbB3|erbB3-S|p180-ErbB3|p45-sErbB3|p85-sErbB3,694009,9606,Q7TFA1,P21860
1489675,80207,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,OPA3|MGA3,694009,9606,Q7TFA1,Q9H6K4
1489675,284996,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,RNF149|DNAPTP2,694009,9606,Q7TFA1,Q8NC42
1489675,6444,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SGCD|35DAG|CMD1L|DAGD|SG-delta|SGCDP|SGD,694009,9606,Q7TFA1,Q92629
1489675,222068,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMED4|ERS25|GMP25iso|HNLF|p24alpha3,694009,9606,Q7TFA1,Q7Z7H5
1489675,90,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ACVR1|ACTRI|ACVR1A|ACVRLK2|ALK2|FOP|SKR1|TSRI,694009,9606,Q7TFA1,Q04771
1489675,64429,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ZDHHC6|DHHC-6|ZNF376,694009,9606,Q7TFA1,Q9H6R6
1489675,79147,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,FKRP|LGMD2I|MDC1C|MDDGA5|MDDGB5|MDDGC5,694009,9606,Q7TFA1,Q9H9S5
1489675,139322,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,APOOL|CXorf33|FAM121A|UNQ8193,694009,9606,Q7TFA1,Q6UXV4
1489675,8677,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STX10|SYN10|hsyn10,694009,9606,Q7TFA1,O60499
1489675,3703,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STT3A|ITM1|STT3-A|TMC,694009,9606,Q7TFA1,P46977
1489675,1889,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ECE1|ECE,694009,9606,Q7TFA1,P42892
1489675,285282,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,RABL3|-,694009,9606,Q7TFA1,Q5HYI8
1489675,1952,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CELSR2|CDHF10|EGFL2|Flamingo1|MEGF3,694009,9606,Q7TFA1,Q9HCU4
1489675,3482,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,IGF2R|CD222|CIMPR|M6P-R|MPR1|MPRI,694009,9606,Q7TFA1,P11717
1489675,6810,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STX4|STX4A|p35-2,694009,9606,Q7TFA1,Q12846
1489675,10960,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LMAN2|C5orf8|GP36B|VIP36,694009,9606,Q7TFA1,Q12907
1489675,123606,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,NIPA1|FSP3|SPG6,694009,9606,Q7TFA1,Q7RTP0
1489675,79937,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CNTNAP3|CASPR3|CNTNAP3A,694009,9606,Q7TFA1,Q9BZ76
1489675,79956,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ERMP1|FXNA|KIAA1815|bA207C16.3,694009,9606,Q7TFA1,Q7Z2K6
1489675,51107,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,APH1A|6530402N02Rik|APH-1|APH-1A|CGI-78,694009,9606,Q7TFA1,Q96BI3
1489675,9514,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GAL3ST1|CST,694009,9606,Q7TFA1,Q99999
1489675,55624,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,POMGNT1|GNTI.2|GnT I.2|LGMD2O|MEB|MGAT1.2|gnT-I.2,694009,9606,Q7TFA1,Q8WZA1
1489675,23399,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CTDNEP1|DULLARD|HSA011916|NET56,694009,9606,Q7TFA1,O95476
1489675,11311,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,VPS45|H1|H1VPS45|SCN5|VPS45A|VPS45B|VPS54A|VSP45|VSP45A,694009,9606,Q7TFA1,Q9NRW7
1489675,10446,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LRRN2|FIGLER7|GAC1|LRANK1|LRRN5,694009,9606,Q7TFA1,O75325
1489675,970,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CD70|CD27L|CD27LG|TNFSF7,694009,9606,Q7TFA1,P32970
1489675,55248,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM206|C1orf75,694009,9606,Q7TFA1,Q9H813
1489675,56975,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,FAM20C|DMP-4|DMP4|GEF-CK|RNS,694009,9606,Q7TFA1,Q8IXL6
1489675,84187,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM164|bB360B22.3,694009,9606,Q7TFA1,Q5U3C3
1489675,9784,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SNX17|-,694009,9606,Q7TFA1,Q15036
1489675,55819,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,RNF130|G1RZFP|GOLIATH|GP,694009,9606,Q7TFA1,Q86XS8
1489675,10227,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,MFSD10|TETRAN|TETTRAN,694009,9606,Q7TFA1,Q14728
1489675,64924,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SLC30A5|ZNT5|ZNTL1|ZTL1|ZnT-5,694009,9606,Q7TFA1,Q8TAD4
1489675,486,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,FXYD2|ATP1G1|HOMG2,694009,9606,Q7TFA1,P54710
1489675,261729,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STEAP2|IPCA1|PCANAP1|PUMPCn|STAMP1|STMP,694009,9606,Q7TFA1,Q8NFT2
1489675,23592,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LEMD3|MAN1,694009,9606,Q7TFA1,Q9Y2U8
1489675,9966,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TNFSF15|TL1|TL1A|VEGI|VEGI192A,694009,9606,Q7TFA1,O95150
1489675,201931,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM192|-,694009,9606,Q7TFA1,Q8IY95
1489675,113189,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,CHST14|ATCS|D4ST1|EDSMC1|HNK1ST,694009,9606,Q7TFA1,Q8NCH0
1489675,8417,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STX7|-,694009,9606,Q7TFA1,O15400
1489675,169714,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,QSOX2|QSCN6L1|SOXN,694009,9606,Q7TFA1,Q6ZRP7
1489675,23646,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PLD3|AD19|HU-K4|HUK4,694009,9606,Q7TFA1,Q8IV08
1489675,7779,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SLC30A1|ZNT1|ZRC1,694009,9606,Q7TFA1,Q9Y6M5
1489675,256471,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,MFSD8|CLN7,694009,9606,Q7TFA1,Q8NHS3
1489675,5795,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PTPRJ|CD148|DEP1|HPTPeta|R-PTP-ETA|SCC1,694009,9606,Q7TFA1,Q12913
1489675,7542,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ZFPL1|D11S750|MCG4,694009,9606,Q7TFA1,O95159
1489675,10959,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMED2|P24A|RNP24|p24,694009,9606,Q7TFA1,Q15363
1489675,81562,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,LMAN2L|VIPL,694009,9606,Q7TFA1,Q9H0V9
1489675,8774,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,NAPG|GAMMASNAP,694009,9606,Q7TFA1,Q99747
1489675,9143,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SYNGR3|-,694009,9606,Q7TFA1,O43761
1489675,146802,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SLC47A2|MATE2|MATE2-B|MATE2-K|MATE2K,694009,9606,Q7TFA1,Q86VL8
1489675,123,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PLIN2|ADFP|ADRP,694009,9606,Q7TFA1,Q99541
1489675,5192,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PEX10|NALD|PBD6A|PBD6B|RNF69,694009,9606,Q7TFA1,O60683
1489675,27236,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,ARFIP1|HSU52521,694009,9606,Q7TFA1,P53367
1489675,9527,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GOSR1|GOLIM2|GOS-28|GOS28|GOS28/P28|GS28|P28,694009,9606,Q7TFA1,O95249
1489675,23256,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SCFD1|C14orf163|RA410|SLY1|SLY1P|STXBP1L2,694009,9606,Q7TFA1,Q8WVM8
1489675,745,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,MYRF|C11orf9|MRF|Ndt80|pqn-47,694009,9606,Q7TFA1,Q9Y2G1
1489675,54991,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,C1orf159|-,694009,9606,Q7TFA1,Q96HA4
1489675,126792,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,B3GALT6|EDSP2|SEMDJL1|beta3GalT6,694009,9606,Q7TFA1,Q96L58
1489675,23761,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,PISD|DJ858B16|PSD|PSDC|PSSC|dJ858B16.2,694009,9606,Q7TFA1,Q9UG56
1489675,6811,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,STX5|SED5|STX5A,694009,9606,Q7TFA1,Q13190
1489675,2820,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GPD2|GDH2|GPDM|mGPDH,694009,9606,Q7TFA1,P43304
1489675,58505,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,OSTC|-,694009,9606,Q7TFA1,Q9NRP0
1489675,147007,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,TMEM199|C17orf32,694009,9606,Q7TFA1,Q8N511
1489675,2530,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,FUT8|-,694009,9606,Q7TFA1,Q9BYC5
1489675,2863,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GPR39|-,694009,9606,Q7TFA1,O43194
1489675,1312,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,COMT|HEL-S-98n,694009,9606,Q7TFA1,P21964
1489675,27333,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,GOLIM4|GIMPC|GOLPH4|GPP130|P138,694009,9606,Q7TFA1,O00461
1489675,23480,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,SEC61G|SSS1,694009,9606,Q7TFA1,P60059
1489675,64755,ORF7b|7b|ns7b|SARS-CoV sars7b|ORF7b|SARS-CoV ORF7b|NS7B_CVHSA,C16orf58|RUS,694009,9606,Q7TFA1,Q96GQ5
