#geneID1,geneID2,name1,name2,taxonomy1,taxonomy2,uniprotID1,uniprotID2
597,1489674,BCL2A1|ACC-1|ACC-2|BCL2L5|BFL1|GRS|HBPA1,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,Q16548,P59635
598,1489674,BCL2L1|BCL-XL/S|BCL2L|BCLX|BCLXL|BCLXS|Bcl-X|PPP1R52|bcl-xL|bcl-xS,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,Q07817,P59635
599,1489674,BCL2L2|BCL-W|BCL2-L-2|BCLW|PPP1R51,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,Q92843,P59635
821,1489668,CANX|CNX|IP90|P90,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,P27824,P59594
836,1489678,CASP3|CPP32|CPP32B|SCA-1,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P42574,P59595
839,1489678,CASP6|MCH2,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P55212,P59595
861,1489670,RUNX1|AML1|AML1-EVI-1|AMLCR1|CBFA2|EVI-1|PEBP2aB,ORF3b|3b|ns3b|X2|SARS-CoV sars3b|ORF3b|SARS-CoV ORF3b|X2|NS3B_CVHSA,9606,694009,Q01196,P59633
1514,1489668,CTSL|CATL|CTSL1|MEP,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,P07711,P59594
2931,1489678,GSK3A|-,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P49840,P59595
2932,1489678,GSK3B|-,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P49841,P59595
3178,1489678,HNRNPA1|ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|hnRNP A1|hnRNP-A1,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P09651,P59595
3178,1489678,HNRNPA1|ALS19|ALS20|HNRPA1|HNRPA1L3|IBMPFD3|hnRNP A1|hnRNP-A1,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P09651,P59595
3661,1489680,IRF3|-,nsp3ab|nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA,9606,694009,Q14653,P0C6X7
3838,1489673,KPNA2|IPOA1|QIP2|RCH1|SRP1alpha,ORF6|6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA,9606,694009,P52292,P59634
3838,1489673,KPNA2|IPOA1|QIP2|RCH1|SRP1alpha,ORF6|6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA,9606,694009,P52292,P59634
3838,1489673,KPNA2|IPOA1|QIP2|RCH1|SRP1alpha,ORF6|6|ns6|X3|SARS-CoV sars6|ORF6|SARS-CoV ORF6|X3|NS6_CVHSA,9606,694009,P52292,P59634
4088,1489678,SMAD3|HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P84022,P59595
4170,1489674,MCL1|BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,Q07820,P59635
4869,1489678,NPM1|B23|NPM,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,P06748,P59595
5045,1489668,FURIN|FUR|PACE|PCSK3|SPC1,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,P09958,P59594
6386,1489671,SDCBP|MDA-9|MDA9|ST1|SYCL|TACIP18,E|ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA,9606,694009,O00560,P59637
6386,1489671,SDCBP|MDA-9|MDA9|ST1|SYCL|TACIP18,E|ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA,9606,694009,O00560,P59637
6449,1489674,SGTA|SGT|alphaSGT|hSGT,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,O43765,P59635
6449,1489674,SGTA|SGT|alphaSGT|hSGT,ORF7a|7a|ns7a|U122|X4|SARS-CoV sars7a|ORF7a|SARS-CoV ORF7a|U122|X4|NS7A_CVHSA,9606,694009,O43765,P59635
7113,1489668,TMPRSS2|PP9284|PRSS10,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,O15393,P59594
7113,1489668,TMPRSS2|PP9284|PRSS10,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,O15393,P59594
7186,1489669,TRAF2|MGC:45012|TRAP|TRAP3,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q12933,P59632
7187,1489669,TRAF3|CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q13114,P59632
7187,1489669,TRAF3|CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q13114,P59632
7187,1489672,TRAF3|CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1,M|ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA,9606,694009,Q13114,P59596
7189,1489669,TRAF6|MGC:3310|RNF85,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q9Y4K3,P59632
7706,1489678,TRIM25|EFP|RNF147|Z147|ZNF147,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,Q14258,P59595
8575,1489678,PRKRA|DYT16|PACT|RAX,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,O75569,P59595
9407,1489668,TMPRSS11D|HAT,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,O60235,P59594
9641,1489672,IKBKE|IKK-E|IKK-i|IKKE|IKKI,M|ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA,9606,694009,Q14164,P59596
10747,1489678,MASP2|MAP19|MASP-2|MASP1P1|sMAP,N|ORF9a|9a|nuc|nucleocapsid|ncap|SARS-CoV N|N protein|SARS-CoV Nuc|NCAP_CVHSA,9606,694009,O00187,P59595
22926,1489676,ATF6|ATF6A,ORF8a|8a|ns8a|SARS-CoV sars8a|ORF8a|SARS-CoV ORF8a|NS8A_CVHSA,9606,694009,P18850,Q7TFA0
23586,1489672,DDX58|RIG-I|RIGI|RLR-1,M|ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA,9606,694009,O95786,P59596
25898,1489680,RCHY1|ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363,nsp3ab|nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|R1AB_CVHSA,9606,694009,Q96PM5,P0C6X7
29108,1489669,PYCARD|ASC|CARD5|TMS|TMS-1|TMS1,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q9ULZ3,P59632
29108,1489669,PYCARD|ASC|CARD5|TMS|TMS-1|TMS1,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,9606,694009,Q9ULZ3,P59632
29110,1489672,TBK1|NAK|T2K,M|ORF5|5|matrix protein|mem|M protein|SARS-CoV M|SARS-CoV Mem|matrix|membrane|VME1_CVHSA,9606,694009,Q9UHD2,P59596
30835,1489668,CD209|CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,Q9NNX6,P59594
59272,1489668,ACE2|ACEH,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,Q9BYF1,P59594
59272,1489668,ACE2|ACEH,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,Q9BYF1,P59594
59272,1489668,ACE2|ACEH,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,9606,694009,Q9BYF1,P59594
64398,1489671,MPP5|PALS1,E|ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA,9606,694009,Q8N3R9,P59637
64398,1489671,MPP5|PALS1,E|ORF4|sM|4|protein E|protein sM|small envelope protein|env|envelope|SARS-CoV E|SARS-CoV Env|VEMP_CVHSA,9606,694009,Q8N3R9,P59637
114548,1489677,NLRP3|AGTAVPRL|AII|AVP|C1orf7|CIAS1|CLR1.1|FCAS|FCAS1|FCU|MWS|NALP3|PYPAF1,ORF8b|8b|ns8b|SARS-CoV sars8b|ORF8b|SARS-CoV ORF8b|NS8B_CVHSA,9606,694009,Q96P20,Q80H93
682,43740568,BSG|5F7|CD147|EMMPRIN|M6|OK|TCSF,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,P35613,P0DTC2
682,43740568,BSG|5F7|CD147|EMMPRIN|M6|OK|TCSF,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,P35613,P0DTC2
682,43740568,BSG|5F7|CD147|EMMPRIN|M6|OK|TCSF,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,P35613,P0DTC2
5045,43740568,FURIN|FUR|PACE|PCSK3|SPC1,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,P09958,P0DTC2
7113,43740568,TMPRSS2|PP9284|PRSS10,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,O15393,P0DTC2
10747,43740575,MASP2|MAP19|MASP-2|MASP1P1|sMAP,N|nuc|nucleocapsid|SARS-CoV2 N|N protein|ncap|SARS-CoV-2 N|NCAP_WCPV,9606,2697049,O00187,P0DTC9
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
59272,43740568,ACE2|ACEH,S|spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_WCPV,9606,2697049,Q9BYF1,P0DTC2
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,6441,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,SFTPD|COLEC7|PSP-D|SFTP4|SP-D,694009,9606,P59594,P35247
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,7431,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,VIM|CTRCT30|HEL113,694009,9606,P59594,P08670
1489668,7431,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,VIM|CTRCT30|HEL113,694009,9606,P59594,P08670
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,821,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,CANX|CNX|IP90|P90,694009,9606,P59594,P27824
1489668,3856,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,KRT8|CARD2|CK-8|CK8|CYK8|K2C8|K8|KO,694009,9606,P59594,P05787
1489668,3880,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,KRT19|CK19|K19|K1CS,694009,9606,P59594,P08727
1489668,60,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACTB|BRWS1|PS1TP5BP1,694009,9606,P59594,P60709
1489668,821,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,CANX|CNX|IP90|P90,694009,9606,P59594,P27824
1489668,821,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,CANX|CNX|IP90|P90,694009,9606,P59594,P27824
1489668,59272,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACE2|ACEH,694009,9606,P59594,Q9BYF1
1489668,71,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ACTG1|ACT|ACTG|BRWS2|DFNA20|DFNA26|HEL-176,694009,9606,P59594,P63261
1489668,25921,S|ORF2|2|spike glycoprotein|E2|surface|S protein|SARS-CoV S|SARS-CoV Spike|peplomer|SPIKE_CVHSA,ZDHHC5|DHHC5|ZNF375,694009,9606,P59594,Q9C0B5
1489669,10540,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,DCTN2|DCTN50|DYNAMITIN|HEL-S-77|RBP50,694009,9606,P59632,Q13561
1489669,7531,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,YWHAE|14-3-3E|HEL2|KCIP-1|MDCR|MDS,694009,9606,P59632,P62258
1489669,5204,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,PFDN5|MM-1|MM1|PFD5,694009,9606,P59632,Q99471
1489669,6774,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,STAT3|ADMIO|APRF|HIES,694009,9606,P59632,P40763
1489669,857,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,CAV1|BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21,694009,9606,P59632,Q03135
1489669,857,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,CAV1|BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21,694009,9606,P59632,Q03135
1489669,857,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,CAV1|BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21,694009,9606,P59632,Q03135
1489669,2683,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,B4GALT1|B4GAL-T1|CDG2D|GGTB2|GT1|GTB|beta4Gal-T1,694009,9606,P59632,P15291
1489669,10618,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,TGOLN2|TGN38|TGN46|TGN48|TGN51|TTGN2,694009,9606,P59632,O43493
1489669,57282,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,SLC4A10|NBCn2|NCBE,694009,9606,P59632,Q6U841
1489669,657,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,BMPR1A|10q23del|ACVRLK3|ALK3|CD292|SKR5,694009,9606,P59632,P36894
1489669,25897,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,RNF19A|RNF19,694009,9606,P59632,Q9NV58
1489669,949,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,SCARB1|CD36L1|CLA-1|CLA1|HDLQTL6|SR-BI|SRB1,694009,9606,P59632,Q8WTV0
1489669,1739,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,DLG1|DLGH1|SAP-97|SAP97|dJ1061C18.1.1|hdlg,694009,9606,P59632,Q12959
1489669,133619,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,PRRC1|-,694009,9606,P59632,Q96M27
1489669,1969,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,EPHA2|ARCC2|CTPA|CTPP1|CTRCT6|ECK,694009,9606,P59632,P29317
1489669,5355,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,PLP2|A4|A4LSB,694009,9606,P59632,Q04941
1489669,81618,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,ITM2C|BRI3|BRICD2C|E25|E25C|ITM3,694009,9606,P59632,Q9NQX7
1489669,7110,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,TMF1|ARA160|TMF,694009,9606,P59632,P82094
1489669,3459,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,IFNGR1|CD119|IFNGR|IMD27A|IMD27B,694009,9606,P59632,P15260
1489669,5792,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,PTPRF|BNAH2|LAR,694009,9606,P59632,P10586
1489669,8910,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,SGCE|DYT11|ESG,694009,9606,P59632,O43556
1489669,10066,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,SCAMP2|-,694009,9606,P59632,O15127
1489669,7132,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,TNFRSF1A|CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60,694009,9606,P59632,P19438
1489669,51125,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,GOLGA7|GCP16|GOLGA3AP1|GOLGA7A|HSPC041,694009,9606,P59632,Q7Z5G4
1489669,9529,ORF3a|3a|ns3a|U274X1|SARS-CoV sars3a|ORF3a|SARS-CoV ORF3a|X1|AP3A_CVHSA,BAG5|BAG-5,694009,9606,P59632,Q9UL15
