#DrugBank-ID,host-protein-ID,gene
4644,4355,PYGM
7021,1411,DPP4
6266,2352,HK1
6266,883,CFTR
3940,2982,LDHA
3940,2984,LDHB
9559,1516,EGFR
6866,1661,F2
12191,488,BCL2
4594,2401,HMGCL
8251,686,CASP3
7067,1411,DPP4
1206,14868,STMN4
1206,1907,GABRA5
4752,1872,NR5A1
4101,834,CDK2
1156,4897,SLC6A3
1156,931,CHRNA3
1156,4896,SLC6A2
8450,5333,TGFBR1
4829,2556,HTR6
4829,2545,HTR1A
4829,2551,HTR2B
8061,1661,F2
2140,1208,CTSH
7356,1411,DPP4
1367,488,BCL2
1367,3124,MAOB
9304,19545,PCSK9
4652,2503,HSD11B1
4652,6302,NCOA1
6865,1661,F2
769,2192,NR3C1
4843,926,CHRM3
4843,923,CHRM1
5133,2675,IL1B
8121,4058,PPARG
8568,4137,PRKACA
8568,4140,PKIA
3963,8478,COPG1
3963,5378,TLR2
3963,5716,XRCC4
3963,3577,NOS3
3292,4270,PSPH
6642,5647,VEGFA
7000,554,BRAF
6412,3603,NPPB
6412,209,AR
1728,4493,RHO
3633,3943,PLA2G1B
3633,2058,GM2A
1221,484,BCHE
1221,1421,DRD2
1221,3575,NOS1
1221,3677,OPRM1
1221,16603,GRIN3A
1221,3675,OPRK1
1221,2553,HTR3A
1221,3674,OPRD1
1221,5173,TACR1
1221,934,CHRNA7
1221,4896,SLC6A2
8486,2305,HBA1
8486,2309,HBB
5194,1147,CSF2RA
5194,1146,CSF2
282,1726,FDPS
2628,285,XIAP
1226,924,CHRM2
1226,484,BCHE
1226,926,CHRM3
1226,930,CHRNA2
8122,834,CDK2
4094,1770,FKBP1A
8449,209,AKR1B1
1577,147,ADRA2C
1577,4932,SLC18A2
1577,17413,TAAR1
1577,4931,SLC18A1
1577,4897,SLC6A3
1577,3124,MAOB
1577,3123,MAOA
1577,4896,SLC6A2
1577,145,ADRA2A
1577,146,ADRA2B
1577,4898,SLC6A4
471,8028,CYSLTR1
471,213,ALOX5
4485,5366,TK2
4685,1458,DUT
8219,722,CCNA2
8219,834,CDK2
1196,3125,MAP1A
1196,3127,MAP2
1196,1627,ESR1
1196,1628,ESR2
4263,3659,ODC1
7076,3951,PLAU
328,4288,PTGS2
328,2043,GLO1
328,17813,PTGR2
328,8397,PTGDR2
328,3944,PLA2G2A
328,4287,PTGS1
328,4056,PPARA
328,6298,AKR1C3
328,4058,PPARG
5476,3952,PLAUR
3581,2112,GPI
4237,240,AMY1A
8355,834,CDK2
8355,722,CCNA2
7310,2503,HSD11B1
1873,15550,TUBA1C
1873,7693,TUBB4A
1873,5532,TUBA4A
1873,7694,TUBB4B
1873,5533,TUBA3C
1873,11452,TUBA8
1873,7692,TUBB3
1873,5880,TUBA1A
1873,14700,TUBB1
1873,5534,TUBB
1873,7689,TUBA1B
8089,209,AR
3179,16699,COMTD1
7846,57,ACHE
354,1323,HRH1
354,923,CHRM1
8527,834,CDK2
8527,722,CCNA2
4992,104,ADAM10
7479,4016,POLB
384,4742,SCNN1D
384,4743,SCNN1G
8890,2259,GUCY2C
934,927,CHRM4
934,924,CHRM2
934,1421,DRD2
934,2557,HTR7
934,2550,HTR2A
934,2552,HTR2C
934,928,CHRM5
934,923,CHRM1
934,4896,SLC6A2
934,926,CHRM3
934,1323,HRH1
2651,4306,PTPN1
6941,4700,S100B
4207,7506,AASS
3020,125,ADH1C
6358,1347,DHFR
3419,11935,UCKL1
3419,1414,DPYD
4956,5404,TNF
4881,3876,ABCB1
6813,1347,DHFR
6813,5549,TYMS
3175,3075,LYZ
7609,1235,CYP2A6
7345,9103,BACE1
8632,2305,HBA1
8632,2309,HBB
13967,192,ALB
6626,1809,FLT4
6626,2871,KDR
6626,1806,FLT1
3183,3794,PDE4D
6986,4355,PYGM
4117,1478,ECHS1
7215,4056,PPARA
7215,6302,NCOA1
519,1304,ACE
551,3254,MMP12
8234,1347,DHFR
3280,1447,DTYMK
8818,17835,HAPLN3
8818,2565,ICAM1
8818,785,CD44
8818,2293,HABP2
8818,5409,TNFAIP6
8818,17740,LAYN
8818,2406,HMMR
8818,577,C1QBP
8818,8566,HABP4
8818,1167,NCAN
8818,12333,STAB2
8818,1166,VCAN
8818,10929,IMPG2
8818,23103,HAPLN4
8818,1118,HAPLN1
7198,1628,ESR2
7198,6302,NCOA1
8291,6463,KAT2B
3667,4287,PTGS1
7205,6237,YARS
6587,2149,MLNR
7335,3921,PIK3CG
7335,5056,SRC
792,1323,HRH1
14071,3876,ABCB1
4392,1352,NQO1
1054,635,CACNA1S
1054,6751,CACNA2D2
1054,631,CACNA1C
1054,637,CACNA2D1
1054,642,CACNG1
1054,639,CACNB2
1054,632,CACNA1D
1054,6513,CACNA1H
3837,1215,CTSS
9245,3123,MAOA
6333,4897,SLC6A3
6333,4306,PTPN1
6333,4896,SLC6A2
4081,618,CA2
11569,2717,IL17A
2337,517,BHMT
732,930,CHRNA2
7521,1661,F2
7751,834,CDK2
4760,3255,MMP13
969,2553,HTR3A
7549,1661,F2
374,4284,PTGIR
374,4057,PPARD
4048,5292,PRDX2
914,4133,PRKAA1
914,2847,KCNJ8
8876,4462,RET
3758,3815,PDK3
3758,1360,DLAT
3758,2532,HSP90AB1
3758,5456,HSP90B1
3556,713,CBR1
3680,3175,ME2
3680,8088,ME3
1325,617,CA1
1325,618,CA2
1325,4921,SLC12A2
1325,4920,SLC12A1
2161,874,CES1
1700,396,ATIC
4115,286,BIRC5
8045,2532,HSP90AB1
4469,3794,PDE4D
5190,554,BRAF
5190,4391,RAF1
7251,1595,EPHB4
2310,8187,METAP2
677,1665,TF
677,484,BCHE
677,57,ACHE
8025,4172,MAPK10
5362,1671,F10
7502,2527,HSP90AA1
8099,4457,REN
4365,926,CHRM3
4365,923,CHRM1
6859,1661,F2
7371,2640,IGHG1
6210,3275,MPL
8203,18929,DHFRL1
7999,209,AKR1B1
278,1661,F2
9149,303,APP
162,195,ALDH1A1
162,6467,ALDH1A2
162,17797,RDH12
162,4499,RLBP1
162,199,ALDH1A3
162,16333,RDH13
162,300,APOD
162,1464,RBP3
162,11025,RDH11
162,4420,RBP1
162,4446,RDH5
162,6748,DHRS3
162,11866,RETSAT
162,8113,DHRS4
162,10893,RDH8
162,13234,RDH14
162,6731,LRAT
162,9965,HPGDS
103,22,A2M
2855,1204,CTSB
7484,1078,CPA1
563,1347,DHFR
4121,323,ARF1
7636,1228,CYC1
7636,5618,UQCRB
7636,10712,UQCR10
7636,5621,UQCRFS1
7636,3325,MT-CYB
280,926,CHRM3
280,2834,KCND2
280,3691,ORM2
280,924,CHRM2
280,923,CHRM1
280,2840,KCNH2
280,4737,SCN5A
280,2835,KCND3
7877,2532,HSP90AB1
7877,2527,HSP90AA1
5203,13381,ACE2
5203,4457,REN
2755,3079,M6PR
1077,4329,PTPRS
1077,179,AHR
1077,436,ATP6V1A
8907,4890,SLC5A2
8907,4889,SLC5A1
7053,4058,PPARG
8018,3577,NOS3
8018,3575,NOS1
6785,2094,GNRHR
4789,239,AMT
7152,5333,TGFBR1
2528,3143,MB
3381,4493,RHO
3381,576,DBI
11901,209,AR
171,7530,TNK2
171,1688,ACSL1
171,109,ADCY1
171,375,ASNA1
171,8145,AFG3L2
171,4133,PRKAA1
171,271,APAF1
171,318,ABCC6
171,3917,PIK3CA
171,42,ABL2
171,34,ABCA1
171,7039,ABCG1
171,15432,ACSS1
171,3286,ABCC1
171,1165,CSNK2B
171,13813,CDK15
171,7422,ABCC9
171,6490,NAE1
171,187,AKT1
171,7596,ABCC4
171,319,ARAF
171,151,ADRBK1
171,233,AMHR2
171,3876,ABCB1
171,5147,ABCC8
171,94,ACVR1
171,98,ACVRL1
171,6301,ABCB11
171,8595,NT5C2
171,152,ADRBK2
171,95,ACVR1B
171,3713,P2RY11
171,380,ASS1
171,1163,CSNK2A1
171,253,SLC25A4
171,4114,PPP5C
171,883,CFTR
171,40,ABL1
171,12586,ACSS2
171,376,ASNS
171,211,ALK
171,998,ABCC2
5685,820,CDH5
7637,1602,EPOR
1215,1905,GABRA3
1215,1917,GABRR2
1215,1907,GABRA5
1215,1912,GABRE
1215,1903,GABRA1
1215,1909,GABRB1
1215,18936,GABRR3
1215,1915,GABRP
1215,1913,GABRG1
1215,1904,GABRA2
1215,1910,GABRB3
1215,1914,GABRG3
1215,1911,GABRD
1215,1916,GABRR1
5022,5428,TOP2A
5022,5430,TOP2B
8660,1163,CSNK2A1
5232,4730,SCN1A
5232,4732,SCN2A
5232,4734,SCN3A
5232,4739,SCN8A
5188,4057,PPARD
3867,2215,GSR
8927,2550,HTR2A
3572,102,ADA
8480,3124,MAOB
11064,3875,PGR
11064,1627,ESR1
11064,209,AR
4453,243,AMY2A
3608,9251,PRDX5
3608,4206,PRSS1
3608,41,AOC1
1085,927,CHRM4
1085,923,CHRM1
1085,924,CHRM2
1085,926,CHRM3
3370,102,ADA
4027,949,CKM
1629,5000,SOD1
13956,7796,NCOA2
13956,1627,ESR1
13956,6468,NR1I2
13956,2507,HSD17B2
13956,1628,ESR2
13956,3318,MT-ATP6
13956,2140,GPER1
13956,1631,ESRRG
13956,6327,BECN1
13956,932,CHRNA4
6477,1422,DRD3
6477,1423,DRD4
6477,1421,DRD2
14146,3674,OPRD1
14146,3675,OPRK1
14146,3677,OPRM1
800,145,ADRA2A
800,142,ADRA1D
800,143,ADRA1B
800,147,ADRA2C
800,1420,DRD1
800,142,ADRA1A
800,146,ADRA2B
9288,4287,PTGS1
9288,5662,TRPV1
9288,1009,CNR1
9288,4288,PTGS2
411,926,CHRM3
411,930,CHRNA2
411,924,CHRM2
411,57,ACHE
411,923,CHRM1
411,927,CHRM4
1231,924,CHRM2
1231,926,CHRM3
1231,923,CHRM1
8594,1209,CTSK
4683,1872,NR5A1
88,6638,FCGR2C
195,148,ADRB1
195,149,ADRB2
9213,4058,PPARG
9213,3950,PLAT
9213,5342,THBD
9213,488,BCL2
9213,1679,FABP2
9213,883,CFTR
9213,4288,PTGS2
9213,4287,PTGS1
3221,618,CA2
12520,26276,CCR2
3996,2903,KIF11
9256,5549,TYMS
8504,1411,DPP4
2258,4411,RARG
3127,3951,PLAU
3127,4214,KLK6
3127,4207,PRSS2
3127,4208,PRSS3
3127,400,ATOX1
3127,2893,KLK1
3127,1163,CSNK2A1
3127,4206,PRSS1
3127,1300,ECI1
3127,5097,ST14
8054,5056,SRC
5387,3247,MMP2
5387,3251,MMP9
5387,3254,MMP12
500,4287,PTGS1
500,4288,PTGS2
4679,43,ABO
1178,576,TSPO
4232,3248,MMP3
4642,4355,PYGM
7387,5440,TPI1
3376,1603,EPRS
31,5403,CLEC3B
31,3044,LRP1
31,3963,PLG
31,671,CANX
31,257,ANXA2
31,2925,KRT8
31,3731,SERPINB2
31,3730,SERPINE1
31,1739,FGA
31,3952,PLAUR
31,662,CALR
7497,3756,PC
7873,6909,GGPS1
2320,4354,PYGL
2320,4355,PYGM
6371,742,CD2
11693,4113,PPP3R2
11693,4112,PPP3R1
3243,4206,PRSS1
7272,4169,MAPK8
7272,6931,MAPK8IP1
2235,303,APP
8262,2305,HBA1
8262,2309,HBB
6281,878,CETP
2032,1304,ACE
92,581,C1QB
92,1716,FCGR2A
92,1714,FCGR1A
92,1719,FCGR3B
92,742,CD2
92,1717,FCGR2B
92,6638,FCGR2C
92,580,C1QA
92,583,C1R
92,1718,FCGR3A
92,582,C1QC
6853,1661,F2
6853,4206,PRSS1
1946,3820,PDPK1
1946,1379,DMPK
2381,330,ARG1
7362,5118,AURKA
6925,2976,LCK
6701,4896,SLC6A2
6701,4897,SLC6A3
6701,4898,SLC6A4
7467,618,CA2
4454,1958,GATM
4454,1510,EGF
7037,910,CHEK1
8149,4140,PKIA
8149,4137,PRKACA
1583,5350,THRA
1583,5351,THRB
6982,4868,SKP1
8072,3951,PLAU
112,1719,FCGR3B
112,1717,FCGR2B
112,1714,FCGR1A
112,580,C1QA
112,5647,VEGFA
112,583,C1R
112,1716,FCGR2A
112,581,C1QB
112,582,C1QC
112,6638,FCGR2C
112,1718,FCGR3A
3441,1078,CPA1
8416,618,CA2
6730,19841,ADGRD1
13884,1671,F10
647,3674,OPRD1
647,3675,OPRK1
647,3677,OPRM1
647,874,CES1
6980,4868,SKP1
1544,1907,GABRA5
1544,1910,GABRB3
1544,1905,GABRA3
1544,1906,GABRA4
1544,576,TSPO
1544,1904,GABRA2
1544,1903,GABRA1
1544,1908,GABRA6
801,1911,GABRD
801,1916,GABRR1
801,1905,GABRA3
801,1915,GABRP
801,1909,GABRB1
801,1917,GABRR2
801,18936,GABRR3
801,1914,GABRG3
801,1913,GABRG1
801,1907,GABRA5
801,1910,GABRB3
801,1912,GABRE
801,1904,GABRA2
801,1903,GABRA1
4864,57,ACHE
8222,982,CLPS
8222,4006,PNLIP
1790,4143,PRKAR1A
4842,642,CACNG1
4842,1421,DRD2
4842,2550,HTR2A
6510,4058,PPARG
6510,4056,PPARA
1137,5428,TOP2A
160,8956,SLC7A8
160,19055,SLC36A1
160,1407,GPT
160,15700,PHYKPL
160,33,ABAT
160,6536,KYNU
160,4876,SLC1A4
160,6598,NFS1
160,13106,AARS2
160,15521,GPT2
160,176,AGXT
160,13777,AGXT2
160,31,AARS
7106,2418,HNMT
8241,722,CCNA2
8241,834,CDK2
4008,4206,PRSS1
8024,1411,DPP4
3523,1349,DHODH
7410,6909,GGPS1
1309,2748,INSR
4798,2176,GRIA2
3250,4355,PYGM
8162,4140,PKIA
8162,4137,PRKACA
8162,4557,ROCK1
8162,6927,ROCK2
7847,1671,F10
7092,1411,DPP4
1373,3214,MGP
1373,631,CACNA1C
1373,5405,TNNC2
1373,5053,SPTBN1
1373,9815,ATP2C1
1373,4694,S100A8
1373,7385,PDCD6
1373,222,ALPP
1373,654,CALM1
1373,4699,S100A13
1373,1045,COMP
1373,533,BMP4
1373,5412,TNNC1
1373,681,CAST
1373,4688,S100A2
1373,41,AOC1
1373,4700,S100B
1373,4695,S100A9
1373,1077,CP
1373,13123,PCDH19
4878,6544,MGAM
7543,149,ADRB2
4604,4165,MAPK3
4604,1161,CSNK1G2
4604,15142,GSG2
574,4898,SLC6A4
574,2550,HTR2A
574,2551,HTR2B
574,2552,HTR2C
6246,6306,PDE5A
6246,209,AKR1B1
6246,3794,PDE4D
6246,3793,PDE4C
6246,2227,GSTP1
6246,12892,AKR1B10
6246,3788,PDE2A
2360,1207,CTSG
3593,10602,DCPS
7150,1628,ESR2
7150,6302,NCOA1
188,4238,PSMB1
188,4242,PSMB5
7947,188,AKT2
7947,2212,GSK3B
7947,4140,PKIA
7947,4137,PRKACA
2898,834,CDK2
8422,1661,F2
11577,179,AHR
2329,2503,HSD11B1
6153,926,CHRM3
6153,2547,HTR1D
6153,142,ADRA1D
6153,147,ADRA2C
6153,2545,HTR1A
6153,145,ADRA2A
6153,2552,HTR2C
6153,142,ADRA1A
6153,924,CHRM2
6153,2546,HTR1B
6153,923,CHRM1
6153,2551,HTR2B
6153,1323,HRH1
6153,146,ADRA2B
6153,143,ADRA1B
6153,2550,HTR2A
3882,1628,ESR2
8125,834,CDK2
3877,618,CA2
7267,5333,TGFBR1
323,1046,COMT
4090,1352,NQO1
1028,2820,KCNA1
1028,2175,GRIA1
1028,9815,ATP2C1
1028,2045,GLRA1
1028,3334,MT-ND1
1028,427,ATP5D
1028,1903,GABRA1
1257,594,C5
7701,57,ACHE
5245,2809,JAK2
12742,2892,KIT
12742,3806,PDGFRA
12742,1807,FLT3
12742,4462,RET
12742,4385,RAD51
14067,3876,ABCB1
14067,20795,ABCB5
523,4225,PSG5
523,4678,RXRA
523,4410,RARB
523,4680,RXRG
523,2627,IGFBP3
523,20840,CYP26C1
523,4411,RARG
523,4679,RXRB
523,4409,RARA
7912,13331,ENOPH1
922,3789,PDE3A
922,2847,KCNJ8
922,5412,TNNC1
922,2850,KCNJ11
1229,488,BCL2
1229,3130,MAPT
1229,14700,TUBB1
1229,3128,MAP4
1229,3127,MAP2
1229,6468,NR1I2
11071,4288,PTGS2
11071,4287,PTGS1
7586,12567,HDAC8
1890,4056,PPARA
1890,2620,IGF1
4741,5619,UQCRC1
2081,4206,PRSS1
8910,5404,TNF
8910,11086,CRBN
8910,4288,PTGS2
7657,3943,PLA2G1B
8780,910,CHEK1
656,142,ADRA1A
656,4898,SLC6A4
656,145,ADRA2A
656,2545,HTR1A
656,1323,HRH1
656,2552,HTR2C
656,2550,HTR2A
11613,2779,ITGAL
3821,354,ARSA
781,1919,GAD65
8369,1240,CYP2B6
4779,2981,LCT
5070,2199,GRM5
2696,2004,B4GALT1
106,2094,GNRHR
7812,2212,GSK3B
7812,188,AKT2
5053,1708,FBP1
7655,910,CHEK1
5421,5173,TACR1
14009,2130,GPR18
14009,2550,HTR2A
14009,11242,TRPV2
14009,1009,CNR1
14009,3677,OPRM1
14009,4058,PPARG
14009,3674,OPRD1
14009,18521,TRPV3
14009,1010,CNR2
14009,2045,GLRA1
14009,2545,HTR1A
14009,13394,TRPV4
14009,6774,GPR55
14009,2126,GPR12
14009,6553,TRPA1
14009,5662,TRPV1
14009,6512,CACNA1I
14009,5928,GLRA3
14009,6514,CACNA1G
14009,934,CHRNA7
14009,13928,TRPM8
14009,6513,CACNA1H
14009,5642,VDAC1
7415,9103,BACE1
4410,4207,PRSS2
4410,4206,PRSS1
3606,3794,PDE4D
3606,3792,PDE4B
7887,1672,F11
6961,2527,HSP90AA1
7225,1204,CTSB
4793,4206,PRSS1
7093,209,AKR1B1
2508,1726,FDPS
4448,125,ADH1C
9090,635,CACNA1S
5448,5547,TXNRD1
4697,1661,F2
6830,6909,GGPS1
8697,3951,PLAU
2264,7334,HS3ST3A1
2264,2341,HGF
2264,1742,FGF1
870,4287,PTGS1
870,4288,PTGS2
4480,5333,TGFBR1
7493,834,CDK2
2745,8323,LSM6
912,4058,PPARG
912,5147,ABCC8
1129,419,ATP4A
9103,2892,KIT
5532,20620,FFAR4
7227,1821,FNTB
7227,1819,FNTA
7227,3867,PGGT1B
2988,41,DAO
2359,2527,HSP90AA1
482,3876,ABCB1
482,20795,ABCB5
482,3820,PDPK1
482,618,CA2
482,4288,PTGS2
482,619,CA3
482,6889,ABCG2
8888,1818,FN1
8888,22,A2M
8888,3967,SERPINF2
6372,2674,IL1A
6372,2678,IL1RN
6372,2675,IL1B
782,923,CHRM1
8546,1661,F2
7677,7402,PARP3
2143,3575,NOS1
5077,1009,CNR1
6096,2546,HTR1B
6096,3575,NOS1
6096,2547,HTR1D
3413,1458,DUT
9481,509,BDKRB1
8236,7449,ARPC4
8236,7453,ACTR2
8236,7452,ACTR3
8236,7464,ARPC2
8236,7448,ARPC5
8236,7450,ARPC3
8236,7451,ARPC1B
7700,6298,AKR1C3
1939,4206,PRSS1
978,5428,TOP2A
3013,2004,B4GALT1
3013,3075,LYZ
2462,3576,NOS2
3286,4355,PYGM
8070,4137,PRKACA
8070,4140,PKIA
8960,930,CHRNA2
709,3656,P
3772,43,ABO
4891,5646,VDR
4891,4059,MED1
7350,12567,HDAC8
534,4920,SLC12A1
534,5900,ALDH5A1
4964,16258,MUC16
532,4737,SCN5A
532,6468,NR1I2
5443,3675,OPRK1
2410,13753,por
2447,4355,PYGM
7788,4164,MAPK1
13943,209,AR
13943,1627,ESR1
1216,5060,AKR1D1
1216,5058,SRD5A2
1216,5057,SRD5A1
2285,1870,FTL
1084,1323,HRH1
2405,3723,PAEP
2652,1078,CPA1
1340,1304,ACE
7468,13217,MYH14
5001,1411,DPP4
152,9805,TPK1
152,7842,SLC19A2
6728,2893,KLK1
6728,192,ALB
12140,2689,IL6
12140,2675,IL1B
12140,5404,TNF
8916,1607,ERBB2
8916,1516,EGFR
8916,1609,ERBB4
6884,1631,ESRRG
6884,5984,NRIP1
7623,1235,CYP2A6
7183,2871,KDR
11254,5339,TGM2
11254,5550,TYR
11254,5425,TOP1
6691,1323,HRH1
7306,3576,NOS2
5389,6809,CD163
5389,7628,MAEA
1240,4284,PTGIR
1240,4285,PTGIS
7007,3576,NOS2
5801,4668,RRM2
1497,7546,TRIM13
1497,4036,POMC
1497,3677,OPRM1
1497,3675,OPRK1
1497,3674,OPRD1
1497,3676,OPRL1
983,150,ADRB3
983,148,ADRB1
983,149,ADRB2
8464,5456,HSP90B1
8464,2532,HSP90AB1
9185,4896,SLC6A2
504,3677,OPRM1
400,2928,KRT12
415,4926,SLC15A2
415,5301,TEK
415,4925,SLC15A1
7664,1162,CSNK1G3
7664,976,CLK3
7664,1889,SLK
7664,664,CAMK4
7664,42,ABL2
2153,8125,PAPOLA
2153,5292,PRDX2
2153,2215,GSR
4419,3729,PAH
4419,4286,PTH
4419,5229,HNF1A
4017,3123,MAOA
1053,4926,SLC15A2
1053,6845,SLC22A8
1053,4925,SLC15A1
2930,5161,SYN1
2930,7627,BCKDK
2930,3850,PFKFB1
2930,4004,PMS2
2930,561,BST1
12445,4287,PTGS1
7997,4140,PKIA
7997,4137,PRKACA
2220,618,CA2
637,3130,MAPT
637,2839,KCNH1
637,2840,KCNH2
637,1323,HRH1
4434,5333,TGFBR1
9283,2252,GUCY1A2
6844,722,CCNA2
6844,834,CDK2
1045,6468,NR1I2
1045,1271,CYP51A1
1045,10012,SLCO1B3
1045,192,ALB
1045,4939,SLCO1A2
1045,7876,SLCO1B1
1045,8426,SLCO2B1
3104,5056,SRC
6650,758,MS4A1
5391,2104,GP1BA
6892,4174,MAP2K1
4867,719,CCKAR
279,5350,THRA
279,3772,PCNA
279,5351,THRB
5096,2197,GRM3
5096,2196,GRM2
133,4713,SARS
133,8191,SDS
133,176,AGXT
133,13465,SRR
133,6959,SPTLC2
133,715,CBS
133,7840,SPTLC1
8478,5549,TYMS
2054,3651,OAT
7863,4058,PPARG
7863,4678,RXRA
7863,7796,NCOA2
1188,401,ATP1A1
1488,7614,SIGMAR1
1488,2556,HTR6
1488,2550,HTR2A
2656,3919,PIM1
2656,3921,PIK3CG
1075,1323,HRH1
1075,924,CHRM2
3447,4509,RNASE1
6614,5707,NA
7298,4306,PTPN1
973,252,ANPEP
973,10728,NPC1L1
973,4999,SOAT1
1433,3677,OPRM1
1776,2738,INS
113,516,CEACAM1
4446,4206,PRSS1
7172,4058,PPARG
6433,4667,RRM1
745,4897,SLC6A3
745,143,ADRA1B
4722,1661,F2
895,1710,FCER1A
895,1712,FCER1G
1039,4057,PPARD
1039,4058,PPARG
1039,6468,NR1I2
1039,4056,PPARA
8082,3124,MAOB
4416,3248,MMP3
409,1421,DRD2
409,1423,DRD4
409,2550,HTR2A
409,7614,SIGMAR1
409,1422,DRD3
560,1489,EDNRB
9165,303,APP
8872,6751,CACNA2D2
8872,637,CACNA2D1
8022,3919,PIM1
2318,3120,MAN2A1
8019,3577,NOS3
8019,3575,NOS1
727,3605,NPR1
4574,1627,ESR1
4574,1628,ESR2
5101,1516,EGFR
1608,145,ADRA2A
1608,143,ADRA1B
1608,209,AR
1608,1420,DRD1
9517,2309,HBB
9517,2305,HBA1
9517,1870,FTL
7975,1349,DHODH
5739,173,AGTR1
5739,174,AGTR2
6124,675,CAPN3
6908,6302,NCOA1
6908,4058,PPARG
11949,5173,TACR1
12442,2527,HSP90AA1
1006,1264,CYP19A1
1359,149,ADRB2
1359,2546,HTR1B
1359,2545,HTR1A
1359,148,ADRB1
6226,2356,HLA-A
8658,484,BCHE
5039,149,ADRB2
4125,4206,PRSS1
5233,1627,ESR1
7248,4292,PTK2
4824,4838,SHBG
4824,11716,UGT1A9
4824,1627,ESR1
4824,6468,NR1I2
1685,5702,XDH
3159,1661,F2
3159,4206,PRSS1
3159,3951,PLAU
13257,1150,CSF3R
3307,834,CDK2
5,5411,TNFRSF1B
5,580,C1QA
5,1716,FCGR2A
5,583,C1R
5,582,C1QC
5,1714,FCGR1A
5,584,C1S
5,6638,FCGR2C
5,1717,FCGR2B
5,1719,FCGR3B
5,3055,LTA
5,5404,TNF
5,581,C1QB
5,1718,FCGR3A
502,1422,DRD3
502,2136,MCHR1
502,4932,SLC18A2
502,2550,HTR2A
502,1421,DRD2
502,1420,DRD1
502,2188,GRIN2B
754,4737,SCN5A
754,6468,NR1I2
4366,3565,NME1
4217,1192,CTH
9343,1476,TYMP
11642,8401,HRH3
11642,2840,KCNH2
967,1323,HRH1
2486,2217,GSTA1
4877,3876,ABCB1
542,1304,ACE
7354,5425,TOP1
4396,1167,NCAN
4396,2993,LGALS1
1117,3325,MT-CYB
1117,1349,DHODH
4602,4609,RPL37
6930,9103,BACE1
25,3892,PHYH
25,3022,LMAN1
25,1671,F10
25,3044,LRP1
25,662,CALR
25,671,CANX
25,5667,VWF
25,1670,F9
25,2519,HSPA5
25,370,ASGR2
25,15927,MCFD2
4464,1055,COX5B
4464,4509,RNASE1
4464,4373,RABGGTA
4464,4700,S100B
4464,5979,CLPP
4464,5563,UBC
4464,3321,MT-CO1
4464,1072,COX7C
4464,4374,RABGGTB
4464,1064,COX6B1
4464,1054,COX4I1
4464,390,SERPINC1
4464,1068,COX7A1
4464,1067,COX6C
4464,465,B2M
4464,3323,MT-CO3
4464,3334,MT-ND1
4464,1071,COX7B
4464,1063,COX6A2
4464,2357,HLA-B
4464,6846,COX5A
4464,1073,COX8A
4464,3322,MT-CO2
4464,648,S100G
1219,4683,RYR1
8535,834,CDK2
1992,1101,CRAT
1992,576,DBI
1992,7812,KAT5
1992,2402,HMGCR
1992,54,ACAT2
1992,1141,CS
1992,6463,KAT2B
1992,1977,KAT2A
4680,43,ABO
4648,330,ARG1
3904,1198,CTNNB1
3904,330,ARG1
3904,618,CA2
3886,4332,PTS
3886,1347,DHFR
3886,5039,SPR
2509,7349,NR1H4
2509,3124,MAOB
1020,2252,GUCY1A2
9028,6545,CHRNA6
9028,936,CHRNB2
9028,932,CHRNA4
9028,934,CHRNA7
9028,931,CHRNA3
7574,15550,TUBA1C
7574,5880,TUBA1A
7574,7689,TUBA1B
7574,14868,STMN4
7574,21127,TUBB2B
206,4932,SLC18A2
206,4931,SLC18A1
206,286,BIRC5
5187,4056,PPARA
5187,4058,PPARG
5187,4057,PPARD
5009,133,ADORA2A
2964,4355,PYGM
9317,1627,ESR1
4874,2554,HTR4
5530,11569,TLR9
4009,1222,CYB5A
796,173,AGTR1
11093,3641,NUCB1
11093,6847,NRXN1
11093,7807,CIB2
11093,696,CASR
11093,657,CALM2
11093,5059,SRI
11093,695,CASQ2
11093,1706,FBN2
11093,647,CALB2
11093,654,CALM1
11093,15411,FBN3
11093,6276,CADPS
11093,678,CAPS
11093,660,CALM3
11093,4699,S100A13
11093,4700,S100B
11093,6639,RGN
11093,671,CANX
11093,3642,NUCB2
11093,16984,CALR3
11093,17590,S100A16
11093,8406,CHP1
11093,9232,GCA
11093,16240,CADPS2
11093,5450,TPT1
11093,5028,SPARC
11093,7385,PDCD6
11093,4692,S100A6
11093,8945,NCS1
11093,7808,CIB1
11093,24095,PEF1
11093,694,CASQ1
11093,662,CALR
324,2192,NR3C1
956,3677,OPRM1
956,3674,OPRD1
6401,1628,ESR2
6401,1627,ESR1
18,2607,IFNAR1
18,2608,IFNAR2
3332,3577,NOS3
1227,931,CHRNA3
1227,3677,OPRM1
1227,938,CHRNB4
8085,5351,THRB
673,5173,TACR1
3977,654,CALM1
3977,11580,CYCS
8294,10170,IGHV1-2
8294,2640,IGHG1
1194,620,CA4
1194,621,CA5A
1194,618,CA2
1194,619,CA3
1194,617,CA1
8065,5118,AURKA
7555,57,ACHE
8742,5646,VDR
8742,6302,NCOA1
4844,4932,SLC18A2
4844,1421,DRD2
73,583,C1R
73,758,MS4A1
73,1718,FCGR3A
73,582,C1QC
73,580,C1QA
73,584,C1S
73,581,C1QB
73,1719,FCGR3B
73,1714,FCGR1A
73,1717,FCGR2B
