Drug::213,-0.03567549
Drug::5020,-0.052561592
Drug::1272,-0.0699349
Drug::3261,-0.07229786
Drug::1000,-0.08105514
Drug::7687,-0.09068264
Drug::8201,-0.09409494
Drug::8554,-0.095102325
Drug::3807,-0.10217267
Drug::10188,-0.10690711
Drug::2681,-0.112751424
Drug::3260,-0.11365902
Drug::6267,-0.11919157
Drug::7537,-0.12512264
Drug::2416,-0.1259946
Drug::5713,-0.13578653
Drug::1986,-0.14731966
Drug::752,-0.15615095
Drug::6367,-0.15836696
Drug::4390,-0.15865487
Drug::10096,-0.15903564
Drug::10920,-0.15903717
Drug::2733,-0.16052376
Drug::5967,-0.16708268
Drug::756,-0.16777338
Drug::5283,-0.16870643
Drug::10713,-0.16898745
Drug::10210,-0.17556839
Drug::1628,-0.1756407
Drug::7042,-0.1773229
Drug::8180,-0.18001094
Drug::4497,-0.18160698
Drug::4617,-0.18222255
Drug::6920,-0.18604778
Drug::1691,-0.19132082
Drug::6474,-0.19503006
Drug::955,-0.19698292
Drug::5393,-0.19851284
Drug::5862,-0.20086613
Drug::7138,-0.2025966
Drug::7408,-0.20671903
Drug::11229,-0.21134952
Drug::1257,-0.21135955
Drug::9995,-0.21370102
Drug::6900,-0.21561472
Drug::2744,-0.21813004
Drug::7441,-0.21880831
Drug::10962,-0.21885926
Drug::5113,-0.22483955
Drug::1470,-0.2250073
Drug::3384,-0.22566217
Drug::2083,-0.22704342
Drug::5608,-0.23509425
Drug::4708,-0.23539369
Drug::7583,-0.23646998
Drug::8956,-0.24079771
Drug::4820,-0.24162978
Drug::6678,-0.24194139
Drug::3653,-0.24268985
Drug::2415,-0.24664015
Drug::5256,-0.24966684
Drug::6058,-0.2514444
Drug::335,-0.25212917
Drug::11371,-0.25427118
Drug::3661,-0.25721517
Drug::4913,-0.25849015
Drug::796,-0.25853148
Drug::564,-0.25880924
Drug::10490,-0.26107806
Drug::7014,-0.26116848
Drug::4394,-0.261362
Drug::3722,-0.26226738
Drug::8881,-0.26477385
Drug::581,-0.26603654
Drug::1720,-0.27174187
Drug::7452,-0.27421993
Drug::6460,-0.27549058
Drug::8731,-0.27997357
Drug::8831,-0.2805061
Drug::8786,-0.28235233
Drug::1603,-0.28497764
Drug::11787,-0.28811616
Drug::11159,-0.28859854
Drug::9994,-0.29086083
Drug::6455,-0.29095876
Drug::7855,-0.29237548
Drug::11201,-0.29270345
Drug::8001,-0.29412648
Drug::8219,-0.29438594
Drug::1676,-0.29593393
Drug::6013,-0.29597595
Drug::305,-0.2963251
Drug::4949,-0.29721788
Drug::11064,-0.3007085
Drug::5234,-0.30082288
